product_id,product_name,category,brand,base_price,cost
PR-0424,Товар 0424,Бытовая техника,Gamma,5053.93,3076.27
PR-0425,Товар 0425,Электроника,Beta,9004.06,6452.97
PR-0426,Товар 0426,Косметика,Delta,1091.2,728.68
PR-0427,Товар 0427,Электроника,Omega,7157.19,4008.76
PR-0428,Товар 0428,Бытовая техника,Omega,10747.2,5056.27
PR-0429,Товар 0429,Электроника,Gamma,11042.86,5781.36
PR-0430,Товар 0430,Одежда,Delta,3293.92,1979.67
PR-0431,Товар 0431,Бытовая техника,Omega,10517.94,5545.16
PR-0432,Товар 0432,Спорт,Alpha,7979.13,5449.09
PR-0433,Товар 0433,Товары для дома,Alpha,1889.43,1380.33
PR-0434,Товар 0434,Косметика,Alpha,2052.24,1032.0
PR-0435,Товар 0435,Бытовая техника,Beta,15274.16,6898.93
PR-0436,Товар 0436,Электроника,Beta,9332.77,4435.13
PR-0437,Товар 0437,Косметика,Alpha,1304.4,901.16
PR-0438,Товар 0438,Электроника,Delta,6007.84,2800.33
PR-0439,Товар 0439,Одежда,Delta,4019.7,2708.85
PR-0440,Товар 0440,Электроника,Delta,11940.29,6824.62
PR-0441,Товар 0441,Одежда,Delta,3265.76,1887.02
PR-0442,Товар 0442,Одежда,Alpha,1848.74,1237.23
PR-0443,Товар 0443,Одежда,Beta,3335.71,1821.33
PR-0444,Товар 0444,Косметика,Gamma,2824.22,1957.6
PR-0445,Товар 0445,Бытовая техника,Beta,8240.06,3941.29
PR-0446,Товар 0446,Бытовая техника,Gamma,11131.5,7409.09
PR-0447,Товар 0447,Одежда,Gamma,3389.05,2443.86
PR-0448,Товар 0448,Косметика,Delta,2555.38,1275.84
PR-0449,Товар 0449,Электроника,Beta,7254.02,4471.79
PR-0450,Товар 0450,Товары для дома,Beta,3141.36,2017.68
PR-0451,Товар 0451,Бытовая техника,Beta,18307.4,8967.48
PR-0452,Товар 0452,Электроника,Beta,4421.2,2710.1
PR-0453,Товар 0453,Косметика,Omega,1043.76,548.69
PR-0454,Товар 0454,Бытовая техника,Gamma,12071.15,8160.99
PR-0455,Товар 0455,Одежда,Omega,4421.93,2743.4
PR-0456,Товар 0456,Электроника,Alpha,9819.32,5628.14
PR-0457,Товар 0457,Одежда,Delta,4522.0,3042.22
PR-0458,Товар 0458,Бытовая техника,Delta,5315.43,3558.93
PR-0459,Товар 0459,Электроника,Delta,9857.94,5058.53
PR-0460,Товар 0460,Бытовая техника,Gamma,507.88,232.45
PR-0461,Товар 0461,Товары для дома,Delta,3908.15,2049.78
PR-0462,Товар 0462,Товары для дома,Gamma,3782.51,2703.64
PR-0463,Товар 0463,Бытовая техника,Omega,11084.83,6307.84
PR-0464,Товар 0464,Спорт,Omega,1036.46,529.05
PR-0465,Товар 0465,Электроника,Omega,8207.4,4601.55
PR-0466,Товар 0466,Товары для дома,Alpha,3716.54,2099.64
PR-0467,Товар 0467,Спорт,Delta,5325.85,3122.13
PR-0468,Товар 0468,Одежда,Beta,5394.54,3155.85
PR-0469,Товар 0469,Электроника,Gamma,7946.54,4286.59
PR-0470,Товар 0470,Спорт,Omega,7871.27,4249.27
PR-0471,Товар 0471,Одежда,Alpha,1058.32,730.16
PR-0472,Товар 0472,Электроника,Delta,6568.15,4262.13
PR-0473,Товар 0473,Товары для дома,Beta,1521.02,994.47
PR-0474,Товар 0474,Одежда,Beta,4147.27,2103.31
PR-0475,Товар 0475,Одежда,Alpha,1965.78,1469.54
PR-0476,Товар 0476,Одежда,Delta,4450.11,2118.6
PR-0477,Товар 0477,Спорт,Omega,5753.12,3766.91
PR-0478,Товар 0478,Одежда,Gamma,3524.3,2371.94
PR-0479,Товар 0479,Товары для дома,Alpha,2596.0,1376.28
PR-0480,Товар 0480,Электроника,Delta,5689.64,2691.93
PR-0481,Товар 0481,Косметика,Omega,2246.66,1508.0
PR-0482,Товар 0482,Одежда,Delta,2749.26,1703.63
PR-0483,Товар 0483,Бытовая техника,Delta,15656.05,11580.6
PR-0484,Товар 0484,Электроника,Alpha,13260.65,8862.17
PR-0485,Товар 0485,Электроника,Omega,7884.43,5747.0
PR-0486,Товар 0486,Бытовая техника,Delta,17974.31,11508.75
PR-0487,Товар 0487,Косметика,Delta,1983.89,1189.15
PR-0488,Товар 0488,Бытовая техника,Beta,14934.37,10953.17
PR-0489,Товар 0489,Косметика,Omega,1031.27,717.41
PR-0490,Товар 0490,Товары для дома,Gamma,2067.75,952.23
PR-0491,Товар 0491,Косметика,Beta,1424.67,890.3
PR-0492,Товар 0492,Товары для дома,Beta,3917.47,1938.46
PR-0493,Товар 0493,Одежда,Beta,2920.93,2145.12
PR-0494,Товар 0494,Спорт,Omega,5649.95,3688.08
PR-0495,Товар 0495,Товары для дома,Omega,2623.42,1535.76
PR-0496,Товар 0496,Бытовая техника,Gamma,10928.19,8064.58
PR-0497,Товар 0497,Косметика,Delta,936.65,516.01
PR-0498,Товар 0498,Косметика,Omega,661.3,385.7
PR-0499,Товар 0499,Товары для дома,Beta,2384.25,1358.35
PR-0500,Товар 0500,Бытовая техника,Beta,11248.79,5506.95
PR-0501,Товар 0501,Одежда,Omega,2329.63,1153.09
PR-0502,Товар 0502,Товары для дома,Beta,2824.54,1771.84
PR-0503,Товар 0503,Спорт,Alpha,7752.87,3650.51
PR-0504,Товар 0504,Бытовая техника,Delta,18697.19,13636.33
PR-0505,Товар 0505,Одежда,Beta,3295.02,1806.63
PR-0506,Товар 0506,Бытовая техника,Beta,12502.13,6829.78
PR-0507,Товар 0507,Косметика,Delta,2242.14,1102.92
PR-0508,Товар 0508,Электроника,Omega,9414.39,5227.68
PR-0509,Товар 0509,Спорт,Alpha,5608.08,3686.44
PR-0510,Товар 0510,Одежда,Delta,3576.04,2636.25
PR-0511,Товар 0511,Бытовая техника,Beta,12646.99,6421.84
PR-0512,Товар 0512,Электроника,Omega,6738.57,3391.38
PR-0513,Товар 0513,Одежда,Omega,3658.57,1798.93
PR-0514,Товар 0514,Одежда,Alpha,719.21,447.49
PR-0515,Товар 0515,Косметика,Alpha,1996.47,968.45
PR-0516,Товар 0516,Одежда,Gamma,937.57,446.69
PR-0517,Товар 0517,Одежда,Alpha,3550.18,2389.91
PR-0518,Товар 0518,Бытовая техника,Beta,8087.23,5563.64
PR-0519,Товар 0519,Электроника,Alpha,12441.93,6773.0
PR-0520,Товар 0520,Бытовая техника,Omega,12573.06,7851.11
PR-0521,Товар 0521,Бытовая техника,Delta,12205.21,8210.6
PR-0522,Товар 0522,Товары для дома,Alpha,3012.25,1399.75
PR-0523,Товар 0523,Электроника,Delta,6069.9,3887.23
PR-0524,Товар 0524,Косметика,Delta,2536.57,1359.25
PR-0525,Товар 0525,Электроника,Omega,10703.99,6130.55
PR-0526,Товар 0526,Электроника,Delta,7002.33,3899.38
PR-0527,Товар 0527,Бытовая техника,Gamma,7753.09,5159.7
PR-0528,Товар 0528,Бытовая техника,Omega,10431.09,6160.95
PR-0529,Товар 0529,Электроника,Beta,8179.69,5546.0
PR-0530,Товар 0530,Товары для дома,Omega,1612.9,878.22
PR-0531,Товар 0531,Бытовая техника,Beta,10081.18,6173.54
PR-0532,Товар 0532,Одежда,Omega,2537.46,1832.29
PR-0533,Товар 0533,Спорт,Omega,4181.47,2431.2
PR-0534,Товар 0534,Бытовая техника,Beta,11184.11,6966.49
PR-0535,Товар 0535,Косметика,Delta,2107.5,1372.3
PR-0536,Товар 0536,Товары для дома,Omega,2628.43,1902.18
PR-0537,Товар 0537,Бытовая техника,Beta,13688.68,8772.26
PR-0538,Товар 0538,Электроника,Gamma,9240.33,5855.76
PR-0539,Товар 0539,Товары для дома,Omega,2422.63,1695.98
PR-0540,Товар 0540,Бытовая техника,Delta,14871.64,11117.27
PR-0541,Товар 0541,Бытовая техника,Omega,475.17,341.97
PR-0542,Товар 0542,Одежда,Beta,2798.16,1364.0
PR-0543,Товар 0543,Электроника,Gamma,6802.29,4441.45
PR-0544,Товар 0544,Товары для дома,Omega,2708.63,1485.88
PR-0545,Товар 0545,Товары для дома,Beta,2022.75,1161.75
PR-0546,Товар 0546,Товары для дома,Gamma,3099.5,1994.85
PR-0547,Товар 0547,Электроника,Gamma,10657.87,5260.02
PR-0548,Товар 0548,Спорт,Omega,2320.2,1526.23
PR-0549,Товар 0549,Косметика,Delta,1940.8,1044.25
PR-0550,Товар 0550,Косметика,Gamma,993.03,690.92
PR-0551,Товар 0551,Косметика,Omega,2102.19,1180.4
PR-0552,Товар 0552,Товары для дома,Delta,2175.45,1011.56
PR-0553,Товар 0553,Одежда,Delta,2299.28,1447.7
PR-0554,Товар 0554,Одежда,Alpha,1284.3,866.82
PR-0555,Товар 0555,Одежда,Beta,3096.75,1966.47
PR-0556,Товар 0556,Электроника,Alpha,5054.95,3455.74
PR-0557,Товар 0557,Электроника,Alpha,4086.44,2824.7
PR-0558,Товар 0558,Одежда,Omega,3408.28,1576.93
PR-0559,Товар 0559,Одежда,Beta,4285.55,1930.87
PR-0560,Товар 0560,Косметика,Delta,2048.52,1059.68
PR-0561,Товар 0561,Товары для дома,Gamma,1297.8,671.5
PR-0562,Товар 0562,Одежда,Alpha,3046.8,1885.62
PR-0563,Товар 0563,Бытовая техника,Omega,14858.37,7707.48
PR-0564,Товар 0564,Косметика,Gamma,1714.07,958.95
PR-0565,Товар 0565,Бытовая техника,Delta,13367.23,7834.51
PR-0566,Товар 0566,Товары для дома,Delta,2202.09,1387.86
PR-0567,Товар 0567,Одежда,Omega,2769.14,2074.15
PR-0568,Товар 0568,Товары для дома,Gamma,1999.75,1312.94
PR-0569,Товар 0569,Электроника,Alpha,10320.74,5467.28
PR-0570,Товар 0570,Косметика,Gamma,2225.3,1235.58
PR-0571,Товар 0571,Одежда,Delta,2578.21,1193.96
PR-0572,Товар 0572,Электроника,Omega,10745.72,6188.0
PR-0573,Товар 0573,Одежда,Gamma,1601.79,1003.91
PR-0574,Товар 0574,Электроника,Alpha,7990.91,5871.96
PR-0575,Товар 0575,Бытовая техника,Omega,6314.58,3349.15
PR-0576,Товар 0576,Одежда,Delta,1932.32,1010.7
PR-0577,Товар 0577,Бытовая техника,Gamma,6264.21,2851.28
PR-0578,Товар 0578,Бытовая техника,Gamma,9245.94,5754.66
PR-0579,Товар 0579,Одежда,Gamma,3894.12,2915.77
PR-0580,Товар 0580,Электроника,Delta,8266.87,4640.43
PR-0581,Товар 0581,Бытовая техника,Delta,9547.59,5722.39
PR-0582,Товар 0582,Одежда,Beta,3005.67,1405.07
PR-0583,Товар 0583,Косметика,Beta,504.54,313.48
PR-0584,Товар 0584,Одежда,Alpha,3840.43,1970.22
PR-0585,Товар 0585,Электроника,Beta,1813.29,824.39
PR-0586,Товар 0586,Одежда,Omega,2407.89,1577.54
PR-0587,Товар 0587,Электроника,Beta,8265.34,4085.74
PR-0588,Товар 0588,Бытовая техника,Omega,13871.27,6663.0
PR-0589,Товар 0589,Косметика,Gamma,1950.56,1011.27
PR-0590,Товар 0590,Косметика,Omega,1768.82,868.95
PR-0591,Товар 0591,Электроника,Gamma,12836.03,8174.75
PR-0592,Товар 0592,Бытовая техника,Delta,20462.39,10847.52
PR-0593,Товар 0593,Одежда,Beta,3207.9,2089.3
PR-0594,Товар 0594,Одежда,Alpha,3087.9,1895.33
PR-0595,Товар 0595,Косметика,Beta,1699.37,945.0
PR-0596,Товар 0596,Товары для дома,Delta,2044.11,1038.49
PR-0597,Товар 0597,Электроника,Beta,9618.18,6269.33
PR-0598,Товар 0598,Товары для дома,Beta,3757.1,2281.8
PR-0599,Товар 0599,Товары для дома,Alpha,333.94,222.49
PR-0600,Товар 0600,Спорт,Beta,4232.78,2547.45
PR-0601,Товар 0601,Электроника,Alpha,12928.57,8928.73
PR-0602,Товар 0602,Товары для дома,Beta,2957.78,1818.81
PR-0603,Товар 0603,Электроника,Beta,9731.04,6753.37
PR-0604,Товар 0604,Бытовая техника,Alpha,5276.18,3244.4
PR-0605,Товар 0605,Бытовая техника,Alpha,14948.93,11040.13
PR-0606,Товар 0606,Бытовая техника,Alpha,16238.34,11463.58
PR-0607,Товар 0607,Бытовая техника,Delta,12839.73,6756.72
PR-0608,Товар 0608,Электроника,Alpha,6549.74,4378.13
PR-0609,Товар 0609,Косметика,Alpha,2078.98,1017.86
PR-0610,Товар 0610,Одежда,Delta,2037.6,1473.86
PR-0611,Товар 0611,Косметика,Gamma,1062.78,588.42
PR-0612,Товар 0612,Одежда,Omega,4098.39,2431.28
PR-0613,Товар 0613,Бытовая техника,Beta,16602.42,7573.54
PR-0614,Товар 0614,Одежда,Beta,2368.26,1682.15
PR-0615,Товар 0615,Косметика,Alpha,1065.84,782.76
PR-0616,Товар 0616,Электроника,Alpha,5888.41,3480.94
PR-0617,Товар 0617,Спорт,Omega,4811.3,2436.3
PR-0618,Товар 0618,Одежда,Beta,1896.09,1247.89
PR-0619,Товар 0619,Косметика,Alpha,2608.82,1406.38
PR-0620,Товар 0620,Одежда,Delta,2679.31,1977.34
PR-0621,Товар 0621,Косметика,Omega,2030.76,1103.41
PR-0622,Товар 0622,Косметика,Beta,1331.78,829.32
PR-0623,Товар 0623,Товары для дома,Beta,3131.46,1455.61
PR-0624,Товар 0624,Электроника,Delta,10481.01,7828.71
PR-0625,Товар 0625,Электроника,Alpha,3508.52,2185.27
PR-0626,Товар 0626,Электроника,Beta,6478.0,4810.53
PR-0627,Товар 0627,Спорт,Omega,4253.32,2297.71
PR-0628,Товар 0628,Бытовая техника,Delta,9794.27,5956.37
PR-0629,Товар 0629,Бытовая техника,Alpha,15660.64,7133.67
PR-0630,Товар 0630,Бытовая техника,Delta,9491.79,6466.25
PR-0631,Товар 0631,Одежда,Omega,4000.63,2000.12
PR-0632,Товар 0632,Спорт,Beta,5263.35,3040.1
PR-0633,Товар 0633,Косметика,Beta,1732.0,1127.55
PR-0634,Товар 0634,Электроника,Omega,10750.14,5102.41
PR-0635,Товар 0635,Товары для дома,Omega,1200.49,822.44
PR-0636,Товар 0636,Спорт,Gamma,4402.83,3045.61
PR-0637,Товар 0637,Косметика,Gamma,1312.23,799.66
PR-0638,Товар 0638,Косметика,Beta,1732.64,1094.14
PR-0639,Товар 0639,Косметика,Alpha,1504.27,719.44
PR-0640,Товар 0640,Товары для дома,Gamma,2654.59,1551.99
PR-0641,Товар 0641,Товары для дома,Alpha,2608.63,1832.16
PR-0642,Товар 0642,Косметика,Gamma,1887.42,899.91
PR-0643,Товар 0643,Одежда,Omega,3399.79,2538.33
PR-0644,Товар 0644,Электроника,Omega,10205.75,6080.33
PR-0645,Товар 0645,Бытовая техника,Gamma,6713.33,3046.76
PR-0646,Товар 0646,Электроника,Beta,10015.36,5528.19
PR-0647,Товар 0647,Косметика,Omega,847.04,508.38
PR-0648,Товар 0648,Спорт,Omega,250.0,184.42
PR-0649,Товар 0649,Электроника,Delta,14368.08,9505.48
PR-0650,Товар 0650,Одежда,Delta,2148.5,1341.33
